Frequency (MHz),Amplitude
-4.360000000000000320e+00,4.770641960918410862e-01
-4.349999999999999645e+00,-5.207905225861341192e-01
-4.339999999999999858e+00,-9.997571677106833477e-01
-4.330000000000000071e+00,-4.826957507245800971e-01
-4.320000000000000284e+00,5.152229737323129610e-01
-4.309999999999999609e+00,9.998808111185661929e-01
-4.299999999999999822e+00,4.885422153273039081e-01
-4.290000000000000036e+00,-5.094027393016479222e-01
-4.280000000000000249e+00,-9.999632474959174733e-01
-4.269999999999999574e+00,-4.945986407967770671e-01
-4.259999999999999787e+00,5.033293733337315112e-01
-4.250000000000000000e+00,9.999989597987289924e-01
-4.240000000000000213e+00,5.008598595271779308e-01
-4.230000000000000426e+00,-4.970025044400276926e-01
-4.219999999999999751e+00,-9.999822908129365473e-01
-4.209999999999999964e+00,-5.073204861087006190e-01
-4.200000000000000178e+00,4.904218458246553114e-01
-4.190000000000000391e+00,9.999074541094931101e-01
-4.179999999999999716e+00,5.139749183325776904e-01
-4.169999999999999929e+00,-4.835872053964118122e-01
-4.160000000000000142e+00,-9.997685454037856800e-01
-4.150000000000000355e+00,-5.208173385291956503e-01
-4.139999999999999680e+00,4.764984959370617834e-01
-4.129999999999999893e+00,9.995595543084392354e-01
-4.120000000000000107e+00,5.278417152638430476e-01
-4.110000000000000320e+00,-4.691557452895440128e-01
-4.099999999999999645e+00,-9.992743764670929396e-01
-4.089999999999999858e+00,-5.350418054150938296e-01
-4.080000000000000071e+00,4.615591065276475891e-01
-4.070000000000000284e+00,9.989068260551302592e-01
-4.059999999999999609e+00,5.424111566563034614e-01
-4.049999999999999822e+00,-4.537088680696835241e-01
-4.040000000000000036e+00,-9.984506486316451213e-01
-4.030000000000000249e+00,-5.499431103664507159e-01
-4.019999999999999574e+00,4.456054636985136708e-01
-4.009999999999999787e+00,9.978995343254487560e-01
-4.000000000000000000e+00,5.576308049887923612e-01
-3.990000000000000213e+00,-4.372494824468881047e-01
-3.979999999999999982e+00,-9.972471313359420053e-01
-3.970000000000000195e+00,-5.654671798567441066e-01
-3.959999999999999964e+00,4.286416783104121664e-01
-3.950000000000000178e+00,9.964870597281841880e-01
-3.939999999999999947e+00,5.734449795071872025e-01
-3.930000000000000160e+00,-4.197829797472065194e-01
-3.919999999999999929e+00,-9.956129254995259581e-01
-3.910000000000000142e+00,-5.815567584963398096e-01
-3.899999999999999911e+00,4.106744989258785949e-01
-3.890000000000000124e+00,9.946183348936284974e-01
-3.879999999999999893e+00,5.897948867332107881e-01
-3.870000000000000107e+00,-4.013175406797769296e-01
-3.859999999999999876e+00,-9.934969089356702199e-01
-3.850000000000000089e+00,-5.981515553443745858e-01
-3.839999999999999858e+00,3.917136111317856551e-01
-3.830000000000000071e+00,9.922422981611390691e-01
-3.819999999999999840e+00,6.066187830796466729e-01
-3.810000000000000053e+00,-3.818644259464235025e-01
-3.799999999999999822e+00,-9.908481975085023929e-01
-3.790000000000000036e+00,-6.151884232684906584e-01
-3.779999999999999805e+00,3.717719181732341283e-01
-3.770000000000000018e+00,9.893083613445933233e-01
-3.759999999999999787e+00,6.238521713329556739e-01
-3.750000000000000000e+00,-3.614382456434742097e-01
-3.740000000000000213e+00,-9.876166185903805239e-01
-3.729999999999999982e+00,-6.326015728622800260e-01
-3.720000000000000195e+00,3.508657978819870182e-01
-3.709999999999999964e+00,9.857668879120452532e-01
-3.700000000000000178e+00,6.414280322482470709e-01
-3.689999999999999947e+00,-3.400572024983068986e-01
-3.680000000000000160e+00,-9.837531929422169696e-01
-3.669999999999999929e+00,-6.503228218832760588e-01
-3.660000000000000142e+00,3.290153310238402296e-01
-3.649999999999999911e+00,9.815696774939439706e-01
-3.640000000000000124e+00,6.592770919160049203e-01
-3.629999999999999893e+00,-3.177433041597222396e-01
-3.620000000000000107e+00,-9.792106207291588760e-01
-3.609999999999999876e+00,-6.682818805573106369e-01
-3.600000000000000089e+00,3.062444964033661510e-01
-3.589999999999999858e+00,9.766704522419398238e-01
-3.580000000000000071e+00,6.773281249299550888e-01
-3.569999999999999840e+00,-2.945225400267925120e-01
-3.560000000000000053e+00,-9.739437670159979410e-01
-3.549999999999999822e+00,-6.864066724477722037e-01
-3.540000000000000036e+00,2.825813283739542214e-01
-3.529999999999999805e+00,9.710253402153716795e-01
-3.520000000000000018e+00,6.955082927105612489e-01
-3.509999999999999787e+00,-2.704250184520821110e-01
-3.500000000000000000e+00,-9.679101417657970385e-01
-3.490000000000000213e+00,-7.046236898968476492e-01
-3.479999999999999982e+00,2.580580327972871735e-01
-3.470000000000000195e+00,9.645933506841003480e-01
-3.459999999999999964e+00,7.137435156361430222e-01
-3.450000000000000178e+00,-2.454850605854499712e-01
-3.439999999999999947e+00,-9.610703691131196047e-01
-3.430000000000000160e+00,-7.228583823337972891e-01
-3.419999999999999929e+00,2.327110579748853381e-01
-3.410000000000000142e+00,9.573368360185252612e-01
-3.399999999999999911e+00,7.319588769260226835e-01
-3.390000000000000124e+00,-2.197412476621975475e-01
-3.379999999999999893e+00,-9.533886405040404854e-01
-3.370000000000000107e+00,-7.410355750359219895e-01
-3.359999999999999876e+00,2.065811176381290581e-01
-3.350000000000000089e+00,9.492219347031266574e-01
-3.339999999999999858e+00,7.500790554977762037e-01
-3.330000000000000071e+00,-1.932364191301037815e-01
-3.319999999999999840e+00,-9.448331462034639250e-01
-3.310000000000000053e+00,-7.590799152182512444e-01
-3.299999999999999822e+00,1.797131637290559358e-01
-3.290000000000000036e+00,9.402189899628066172e-01
-3.279999999999999805e+00,7.680287843372624046e-01
-3.270000000000000018e+00,-1.660176196899195433e-01
-3.259999999999999787e+00,-9.353764796751835586e-01
-3.250000000000000000e+00,-7.769163416506286168e-01
-3.240000000000000213e+00,1.521563074077625644e-01
-3.229999999999999982e+00,9.303029385470089618e-01
-3.220000000000000195e+00,7.857333302538518360e-01
-3.209999999999999964e+00,-1.381359940707087564e-01
-3.200000000000000178e+00,-9.249960094443706593e-01
-3.189999999999999947e+00,-7.944705733656755031e-01
-3.180000000000000160e+00,1.239636874940812095e-01
-3.169999999999999929e+00,9.194536643745720994e-01
-3.160000000000000142e+00,8.031189902867128527e-01
-3.149999999999999911e+00,-1.096466291440979790e-01
-3.140000000000000124e+00,-9.136742132652315718e-01
-3.129999999999999893e+00,-8.116696124458260275e-01
-3.120000000000000107e+00,9.519228636417254030e-02
-3.109999999999999876e+00,9.076563120082108416e-01
-3.100000000000000089e+00,8.201135994906399995e-01
-3.089999999999999858e+00,-8.060834381707876473e-02
-3.080000000000000071e+00,-9.013989697357754904e-01
-3.069999999999999840e+00,-8.284422553702419645e-01
-3.060000000000000053e+00,6.590269416308641715e-02
-3.049999999999999822e+00,8.949015553002852563e-01
-3.040000000000000036e+00,8.366470443631427445e-01
-3.029999999999999805e+00,-5.108342799512373411e-02
-3.020000000000000018e+00,-8.881638029287588498e-01
-3.009999999999999787e+00,-8.447196069980729138e-01
-3.000000000000000000e+00,3.615882305630572363e-02
-2.990000000000000213e+00,8.811858170308789484e-01
-2.979999999999999982e+00,8.526517758198938202e-01
-2.970000000000000195e+00,-2.113733276700277552e-02
-2.959999999999999964e+00,-8.739680761349934990e-01
-2.950000000000000178e+00,-8.604355909454953766e-01
-2.939999999999999947e+00,6.027574095256903013e-03
-2.930000000000000160e+00,8.665114359364649577e-01
-2.919999999999999929e+00,8.680633153630968879e-01
-2.910000000000000142e+00,9.161685197182457135e-03
-2.899999999999999911e+00,-8.588171314417424318e-01
-2.890000000000000124e+00,-8.755274499199804383e-01
-2.879999999999999893e+00,-2.442153989521096344e-02
-2.870000000000000107e+00,8.508867781945292919e-01
-2.859999999999999876e+00,8.828207479507350630e-01
-2.850000000000000089e+00,3.974296121728135289e-02
-2.839999999999999858e+00,-8.427223725769007467e-01
-2.830000000000000071e+00,-8.899362294950354801e-01
-2.819999999999999840e+00,-5.511681120475427076e-02
-2.810000000000000053e+00,8.343262911782129976e-01
-2.799999999999999822e+00,8.968671950566537987e-01
-2.790000000000000036e+00,7.053385757181129811e-02
-2.779999999999999805e+00,-8.257012892299185891e-01
-2.770000000000000018e+00,-9.036072388549841738e-01
-2.759999999999999787e+00,-8.598478896466660304e-02
-2.750000000000000000e+00,8.168504981072765014e-01
-2.740000000000000213e+00,9.101502615242800243e-01
-2.729999999999999982e+00,1.014602305842838004e-01
-2.720000000000000195e+00,-8.077774219030554592e-01
-2.709999999999999964e+00,-9.164904822142735386e-01
-2.700000000000000178e+00,-1.169507601188588264e-01
-2.689999999999999947e+00,7.984859330816695966e-01
-2.680000000000000160e+00,9.226224500510046278e-01
-2.669999999999999929e+00,1.324469239355041961e-01
-2.660000000000000142e+00,-7.889802672236603254e-01
-2.649999999999999911e+00,-9.285410549158027438e-01
-2.640000000000000124e+00,-1.479392534746879206e-01
-2.629999999999999893e+00,7.792650168796225740e-01
-2.620000000000000107e+00,9.342415375051257298e-01
-2.609999999999999876e+00,1.634182817946210897e-01
-2.600000000000000089e+00,-7.693451245484250745e-01
-2.589999999999999858e+00,-9.397194986348185175e-01
-2.580000000000000071e+00,-1.788745602078605224e-01
-2.569999999999999840e+00,7.592258748040512373e-01
-2.560000000000000053e+00,9.449709077558899883e-01
-2.549999999999999822e+00,1.942986749541669722e-01
-2.540000000000000036e+00,-7.489128855969604537e-01
-2.529999999999999805e+00,-9.499921106515963887e-01
-2.520000000000000018e+00,-2.096812638520843819e-01
-2.509999999999999787e+00,7.384120987572070360e-01
-2.500000000000000000e+00,9.547798362880315359e-01
-2.490000000000000213e+00,2.250130328739710361e-01
-2.479999999999999982e+00,-7.277297697324643933e-01
-2.470000000000000195e+00,-9.593312027951288457e-01
-2.459999999999999964e+00,-2.402847725839477588e-01
-2.450000000000000178e+00,7.168724565949495808e-01
-2.439999999999999947e+00,9.636437225562707320e-01
-2.430000000000000160e+00,2.554873743865924696e-01
-2.419999999999999929e+00,-7.058470083558578967e-01
-2.410000000000000142e+00,-9.677153063894893270e-01
-2.399999999999999911e+00,-2.706118465276883267e-01
-2.390000000000000124e+00,6.946605526261344643e-01
-2.379999999999999893e+00,9.715442668062703735e-01
-2.370000000000000107e+00,2.856493297935396303e-01
-2.359999999999999876e+00,-6.833204826676555488e-01
-2.350000000000000089e+00,-9.751293203374482577e-01
-2.339999999999999858e+00,-3.005911128547163469e-01
-2.330000000000000071e+00,6.718344438790249118e-01
-2.319999999999999840e+00,9.784695889188811391e-01
-2.310000000000000053e+00,3.154286472039566358e-01
-2.299999999999999822e+00,-6.602103197627210429e-01
-2.290000000000000036e+00,-9.815646003343336812e-01
-2.279999999999999805e+00,-3.301535616336949142e-01
-2.270000000000000018e+00,6.484562174229685505e-01
-2.259999999999999787e+00,9.844142877151281779e-01
-2.250000000000000000e+00,3.447576762112515292e-01
-2.240000000000000213e+00,-6.365804526447268463e-01
-2.229999999999999982e+00,-9.870189881003130772e-01
-2.220000000000000195e+00,-3.592330156990766743e-01
-2.209999999999999964e+00,6.245915346036426952e-01
-2.200000000000000178e+00,9.893794400652560217e-01
-2.189999999999999947e+00,3.735718223799849858e-01
-2.180000000000000160e+00,-6.124981502620190366e-01
-2.169999999999999929e+00,-9.914967804289175346e-01
-2.160000000000000142e+00,-3.877665682451820195e-01
-2.149999999999999911e+00,6.003091485032674424e-01
-2.140000000000000124e+00,9.933725400539504813e-01
-2.129999999999999893e+00,4.018099665064640003e-01
-2.120000000000000107e+00,-5.880335240584060319e-01
-2.109999999999999876e+00,-9.950086387574068603e-01
-2.100000000000000089e+00,-4.156949823953919876e-01
-2.089999999999999858e+00,5.756804012785987634e-01
-2.080000000000000071e+00,9.964073793522262301e-01
-2.069999999999999840e+00,4.294148432198460208e-01
-2.060000000000000053e+00,-5.632590178106615664e-01
-2.049999999999999822e+00,-9.975714408434940283e-01
-2.040000000000000036e+00,-4.429630476454090582e-01
-2.029999999999999805e+00,5.507787082265723777e-01
-2.020000000000000018e+00,9.985038708057586421e-01
-2.009999999999999787e+00,4.563333741756616102e-01
-2.000000000000000000e+00,-5.382488876610177497e-01
-1.989999999999999991e+00,-9.992080769708026056e-01
-1.979999999999999982e+00,-4.695198888109740620e-01
-1.969999999999999973e+00,5.256790355130349646e-01
-1.959999999999999964e+00,9.996878180576519446e-01
-1.949999999999999956e+00,4.825169518619312203e-01
-1.939999999999999947e+00,-5.130786792597612500e-01
-1.929999999999999938e+00,-9.999471938789679104e-01
-1.919999999999999929e+00,-4.953192239047191636e-01
-1.909999999999999920e+00,5.004573784344062970e-01
-1.899999999999999911e+00,9.999906347602587342e-01
-1.889999999999999902e+00,5.079216708636538069e-01
-1.879999999999999893e+00,-4.878247088197448789e-01
-1.870000000000000107e+00,-9.998228903101645804e-01
-1.860000000000000098e+00,-5.203195682130263844e-01
-1.850000000000000089e+00,4.751902469012089791e-01
-1.840000000000000080e+00,9.994490175819412681e-01
-1.830000000000000071e+00,5.325085042900482568e-01
-1.820000000000000062e+00,-4.625635546282287347e-01
-1.810000000000000053e+00,-9.988743686677314937e-01
-1.800000000000000044e+00,-5.444843827196120811e-01
-1.790000000000000036e+00,4.499541645270644374e-01
-1.780000000000000027e+00,9.981045777684922626e-01
-1.770000000000000018e+00,5.562434239502218603e-01
-1.760000000000000009e+00,-4.373715652046872848e-01
-1.750000000000000000e+00,-9.971455477836426162e-01
-1.739999999999999991e+00,-5.677821659039709035e-01
-1.729999999999999982e+00,4.248251872861317224e-01
-1.719999999999999973e+00,9.960034364652717853e-01
-1.709999999999999964e+00,5.790974637508828904e-01
-1.699999999999999956e+00,-4.123243898188724277e-01
-1.689999999999999947e+00,-9.946846421821260442e-01
-1.679999999999999938e+00,-5.901864888179437774e-01
-1.669999999999999929e+00,3.998784471811073771e-01
-1.659999999999999920e+00,9.931957893396538006e-01
-1.649999999999999911e+00,6.010467266430390421e-01
-1.639999999999999902e+00,-3.874965365216034852e-01
-1.629999999999999893e+00,-9.915437135016089698e-01
-1.620000000000000107e+00,-6.116759741958515129e-01
-1.610000000000000098e+00,3.751877257633099427e-01
-1.600000000000000089e+00,9.897354462595385760e-01
-1.590000000000000080e+00,6.220723362816003021e-01
-1.580000000000000071e+00,-3.629609621936094599e-01
-1.570000000000000062e+00,-9.877781998955402765e-01
-1.560000000000000053e+00,-6.322342211502202103e-01
-1.550000000000000044e+00,3.508250616638249886e-01
-1.540000000000000036e+00,9.856793518837105861e-01
-1.530000000000000027e+00,6.421603353370008982e-01
-1.520000000000000018e+00,-3.387886984178748451e-01
-1.510000000000000009e+00,-9.834464292745257463e-01
-1.500000000000000000e+00,-6.518496777605098380e-01
-1.489999999999999991e+00,3.268603955670147942e-01
-1.479999999999999982e+00,9.810870930060361372e-01
-1.469999999999999973e+00,6.613015331071583347e-01
-1.459999999999999964e+00,-3.150485162211814072e-01
-1.449999999999999956e+00,-9.786091221840642618e-01
-1.439999999999999947e+00,-6.705154645335719144e-01
-1.429999999999999938e+00,3.033612552893555359e-01
-1.419999999999999929e+00,9.760203983731655653e-01
-1.409999999999999920e+00,6.794913057206507512e-01
-1.399999999999999911e+00,-2.918066319563044075e-01
-1.389999999999999902e+00,-9.733288899379821668e-01
-1.379999999999999893e+00,-6.882291523117755050e-01
-1.370000000000000107e+00,2.803924828352225562e-01
-1.360000000000000098e+00,9.705426364734599520e-01
-1.350000000000000089e+00,6.967293527734800263e-01
-1.340000000000000080e+00,-2.691264558035124099e-01
-1.330000000000000071e+00,-9.676697333607551244e-01
-1.320000000000000062e+00,-7.049924987145781419e-01
-1.310000000000000053e+00,2.580160045142216307e-01
-1.300000000000000044e+00,9.647183164837598301e-01
-1.290000000000000036e+00,7.130194147025836759e-01
-1.280000000000000027e+00,-2.470683835803629547e-01
-1.270000000000000018e+00,-9.616965471392094900e-01
-1.260000000000000009e+00,-7.208111476161557230e-01
-1.250000000000000000e+00,2.362906444254214422e-01
-1.239999999999999991e+00,9.586125971716511485e-01
-1.229999999999999982e+00,7.283689555735950449e-01
-1.219999999999999973e+00,-2.256896317873865743e-01
-1.209999999999999964e+00,-9.554746343621625115e-01
-1.199999999999999956e+00,-7.356942964800134988e-01
-1.189999999999999947e+00,2.152719808641508081e-01
-1.179999999999999938e+00,9.522908080978953471e-01
-1.169999999999999929e+00,7.427888162289457696e-01
-1.159999999999999920e+00,-2.050441150865933704e-01
-1.149999999999999911e+00,-9.490692353470144838e-01
-1.139999999999999902e+00,-7.496543366058810998e-01
-1.129999999999999893e+00,1.950122444987103243e-01
-1.120000000000000107e+00,9.458179869620952918e-01
-1.110000000000000098e+00,7.562928429293935828e-01
-1.100000000000000089e+00,-1.851823647267374917e-01
-1.090000000000000080e+00,-9.425450743314454094e-01
-1.080000000000000071e+00,-7.627064714736259132e-01
-1.070000000000000062e+00,1.755602565153191741e-01
-1.060000000000000053e+00,9.392584363977634077e-01
-1.050000000000000044e+00,7.688974967122199633e-01
-1.040000000000000036e+00,-1.661514858058910915e-01
-1.030000000000000027e+00,-9.359659270590081626e-01
-1.020000000000000018e+00,-7.748683184239280042e-01
-1.010000000000000009e+00,1.569614043327334785e-01
-1.000000000000000000e+00,9.326753029658091387e-01
-9.899999999999999911e-01,7.806214486982401279e-01
-9.799999999999999822e-01,-1.479951507089143636e-01
-9.699999999999999734e-01,-9.293942117272766534e-01
-9.599999999999999645e-01,-7.861594988831813735e-01
-9.499999999999999556e-01,1.392576519742848851e-01
-9.399999999999999467e-01,9.261301805341582982e-01
-9.300000000000000488e-01,7.914851665106147349e-01
-9.200000000000000400e-01,-1.307536255739767395e-01
-9.100000000000000311e-01,-9.228906052075411814e-01
-9.000000000000000222e-01,-7.966012222370675300e-01
-8.900000000000000133e-01,1.224875817398364541e-01
-8.800000000000000044e-01,9.196827396781246389e-01
-8.699999999999999956e-01,8.015104968383756079e-01
-8.599999999999999867e-01,-1.144638262393455619e-01
-8.499999999999999778e-01,-9.165136859002059877e-01
-8.399999999999999689e-01,-8.062158682913337371e-01
-8.299999999999999600e-01,1.066864634620123958e-01
-8.199999999999999512e-01,9.133903842022503827e-01
-8.100000000000000533e-01,8.107202489772121767e-01
-8.000000000000000444e-01,-9.915939980790040853e-02
-7.900000000000000355e-01,-9.103196040736456496e-01
-7.800000000000000266e-01,-8.150265730412341592e-01
-7.700000000000000178e-01,9.188634734851440500e-02
-7.600000000000000089e-01,9.073079353872463004e-01
-7.500000000000000000e-01,8.191377839393702009e-01
-7.399999999999999911e-01,-8.487082772095234928e-02
-7.299999999999999822e-01,-9.043617800541711160e-01
-7.199999999999999734e-01,-8.230568222024531311e-01
-7.099999999999999645e-01,7.811617622469520239e-02
-6.999999999999999556e-01,9.014873441063540049e-01
-6.899999999999999467e-01,8.267866134475123641e-01
-6.800000000000000488e-01,-7.162554608784704735e-02
-6.700000000000000400e-01,-8.986906302024283422e-01
-6.600000000000000311e-01,-8.303300566652388470e-01
-6.500000000000000222e-01,6.540191286572816232e-02
-6.400000000000000133e-01,8.959774305494045965e-01
-6.300000000000000044e-01,8.336900128083183370e-01
-6.199999999999999956e-01,-5.944807893979216912e-02
-6.099999999999999867e-01,-8.933533202325731892e-01
-5.999999999999999778e-01,-8.368692937077690797e-01
-5.899999999999999689e-01,5.376667808620153727e-02
-5.799999999999999600e-01,8.908236509457300167e-01
-5.699999999999999512e-01,8.398706513407131480e-01
-5.600000000000000533e-01,-4.836018007659879242e-02
-5.500000000000000444e-01,-8.883935451124096438e-01
-5.400000000000000355e-01,-8.426967674712115830e-01
-5.300000000000000266e-01,4.323089528372833779e-02
-5.200000000000000178e-01,8.860678903869279033e-01
-5.100000000000000089e-01,8.453502436874295034e-01
-5.000000000000000000e-01,-3.838097925880534084e-02
-4.899999999999999911e-01,-8.838513345277076994e-01
-4.799999999999999822e-01,-8.478335918536303861e-01
-4.699999999999999734e-01,3.381243725016070539e-02
-4.600000000000000200e-01,8.817482806294928421e-01
-4.500000000000000111e-01,8.501492249957203207e-01
-4.400000000000000022e-01,-2.952712863520676884e-02
-4.299999999999999933e-01,-8.797628827047326849e-01
-4.199999999999999845e-01,-8.522994486391424207e-01
-4.099999999999999756e-01,2.552677123720384703e-02
-4.000000000000000222e-01,8.778990416032197430e-01
-3.900000000000000133e-01,8.542864526133358005e-01
-3.800000000000000044e-01,-2.181294550044843295e-02
-3.699999999999999956e-01,-8.761604012594657043e-01
-3.599999999999999867e-01,-8.561123033393724935e-01
-3.499999999999999778e-01,1.838709849723227721e-02
-3.400000000000000244e-01,8.745503452553129442e-01
-3.300000000000000155e-01,8.577789366132412274e-01
-3.200000000000000067e-01,-1.525054774450493658e-02
-3.099999999999999978e-01,-8.730719936887137989e-01
-2.999999999999999889e-01,-8.592881508985781291e-01
-2.899999999999999800e-01,1.240448480658008432e-02
-2.800000000000000266e-01,8.717282003385385947e-01
-2.700000000000000178e-01,8.606416011393228649e-01
-2.600000000000000089e-01,-9.849978661088240259e-03
-2.500000000000000000e-01,-8.705215501138804379e-01
-2.399999999999999911e-01,-8.618407931027509683e-01
-2.300000000000000100e-01,7.587978813466770070e-03
-2.200000000000000011e-01,8.694543567807400120e-01
-2.099999999999999922e-01,8.628870782631220537e-01
-2.000000000000000111e-01,-5.619318135689393631e-03
-1.900000000000000022e-01,-8.685286609557965054e-01
-1.799999999999999933e-01,-8.637816492331717999e-01
-1.700000000000000122e-01,3.944715421091577953e-03
-1.600000000000000033e-01,8.677462283611393490e-01
-1.499999999999999944e-01,8.645255357503806026e-01
-1.400000000000000133e-01,-2.564777630835451440e-03
-1.300000000000000044e-01,-8.671085483295639662e-01
-1.199999999999999956e-01,-8.651196012271139546e-01
-1.100000000000000006e-01,1.480001830505826756e-03
-1.000000000000000056e-01,8.666168325589406196e-01
-8.999999999999999667e-02,8.655645398649218780e-01
-8.000000000000000167e-02,-6.907767972716586736e-04
-7.000000000000000666e-02,-8.662720141054383038e-01
-5.999999999999999778e-02,-8.658608743438621635e-01
-5.000000000000000278e-02,1.973842940109772864e-04
-4.000000000000000083e-02,8.660747466144547158e-01
-2.999999999999999889e-02,8.660089540833624255e-01
-2.000000000000000042e-02,2.930234096064424461e-13
-1.000000000000000021e-02,-8.660254037844229424e-01
